Name,Age,Gender,Major,Living_Area,Parent_Education,Scholarship_Status,Part_Time_Job,Extracurricular_Activities,Internet_Access,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Attendance_Rate,Stress_Level,Exam_Proximity,Math_Score,Science_Score,Language_Score,History_Score,Average_Score,Grade
William Martinez,21,Male,STEM,Suburban,Master,No,No,Yes,Yes,6.4,8.38,96.4,2.6,No,80,93,76,81,83,B
Jennifer Jackson,24,Female,Arts,Urban,Bachelor,No,Yes,No,Yes,4.31,7.2,89.7,4.5,No,63,72,81,67,71,B
Linda Allen,24,Female,Arts,Rural,Master,No,No,Yes,Yes,6.97,7.24,47.2,3.7,No,63,73,86,74,74,B
Emily King,23,Female,Arts,Suburban,Bachelor,No,No,No,No,3.24,8.73,87.8,3.1,No,50,63,65,61,60,C
Robert Perez,21,Male,Humanities,Suburban,High School,No,No,Yes,Yes,4.37,7.7,47.5,2.2,No,63,62,72,73,68,C
Michelle Rodriguez,20,Female,Business,Urban,Bachelor,Yes,No,No,Yes,6.88,8.87,84.5,1.3,No,88,76,89,78,83,B
Michelle Harris,22,Female,Business,Suburban,High School,No,No,No,Yes,11.62,4.37,89.1,2.2,No,77,75,81,77,78,B
Elizabeth Hernandez,21,Female,STEM,Suburban,Bachelor,No,Yes,No,Yes,2.65,7.55,85.8,4.9,No,80,76,63,61,70,B
David Flores,19,Male,Humanities,Suburban,High School,No,No,No,Yes,2.99,6.38,96.2,5.1,Yes,57,62,78,69,67,C
David Lewis,23,Male,Humanities,Suburban,Master,Yes,No,No,Yes,3.97,9.11,73.6,3.0,No,69,65,82,78,74,B
Patricia Clark,19,Female,Humanities,Rural,High School,No,No,Yes,Yes,5.7,8.86,83.9,3.1,No,66,67,86,83,76,B
Lisa Thomas,18,Female,STEM,Suburban,Master,Yes,No,No,Yes,3.12,7.04,87.1,4.9,Yes,80,85,70,77,78,B
Mark Flores,24,Male,Business,Urban,Master,No,No,No,Yes,7.11,8.84,90.4,1.6,No,82,78,79,77,79,B
Karen Lewis,22,Female,STEM,Suburban,Bachelor,No,No,No,Yes,5.79,9.14,92.1,1.9,No,74,89,78,76,79,B
Jessica Wright,21,Female,STEM,Suburban,Bachelor,No,No,No,Yes,3.05,7.09,84.3,3.8,No,77,72,63,75,72,B
Jessica Martin,19,Female,STEM,Suburban,Bachelor,No,No,Yes,Yes,4.7,9.97,78.0,5.5,Yes,80,72,59,68,70,B
Ashley Gonzalez,22,Female,Business,Urban,Master,No,No,No,No,4.39,6.96,40.0,1.6,No,67,66,79,59,68,C
Lisa Torres,18,Female,Business,Urban,Bachelor,No,No,No,Yes,1.74,6.74,91.0,5.7,Yes,73,65,68,56,66,C
Sandra Robinson,24,Female,STEM,Rural,Master,No,Yes,No,Yes,5.83,8.04,64.1,6.1,Yes,75,81,61,68,71,B
Karen Harris,20,Female,Arts,Suburban,Bachelor,No,Yes,Yes,Yes,4.02,6.58,91.0,3.5,No,71,77,75,89,78,B
Steven King,23,Male,Arts,Rural,Master,No,No,No,Yes,3.81,7.1,64.0,2.6,No,74,70,73,74,73,B
Margaret Hernandez,22,Female,Arts,Suburban,Bachelor,Yes,No,No,Yes,11.53,8.69,85.3,1.5,No,81,87,100,99,92,A
Richard Hill,22,Male,STEM,Suburban,Bachelor,No,Yes,No,Yes,2.29,7.02,45.6,4.5,No,65,67,55,54,60,C
William Taylor,20,Male,Arts,Suburban,Master,No,No,No,Yes,1.8,4.97,65.3,2.9,No,45,63,70,62,60,C
Patricia Walker,22,Female,Business,Rural,Master,No,Yes,No,No,6.31,7.44,80.5,8.8,Yes,83,72,76,59,73,B
Daniel Scott,18,Male,STEM,Suburban,Bachelor,No,Yes,Yes,Yes,4.8,6.16,79.8,4.9,No,79,78,63,59,70,B
Linda King,18,Female,STEM,Suburban,High School,No,No,Yes,Yes,6.61,8.04,85.0,2.3,No,92,91,71,71,81,B
Michael Jackson,20,Male,Arts,Urban,Bachelor,No,No,Yes,Yes,2.23,7.84,97.3,4.6,Yes,71,62,80,75,72,B
Jennifer Hernandez,23,Female,Humanities,Suburban,PhD,No,Yes,No,Yes,3.69,8.77,79.8,4.0,No,71,62,80,81,74,B
Sarah Lewis,21,Female,Business,Suburban,Master,No,No,No,Yes,5.58,8.09,89.8,2.2,No,87,78,88,91,86,A
Kimberly Martinez,19,Female,Business,Urban,Master,No,No,No,Yes,4.57,8.31,76.0,1.0,No,97,70,68,78,78,B
Anthony Garcia,21,Male,Arts,Urban,High School,No,No,Yes,Yes,8.05,6.2,81.2,1.9,No,73,82,91,87,83,B
Joseph Lewis,22,Male,Business,Urban,Bachelor,No,No,No,Yes,4.16,7.96,92.1,3.2,No,86,80,71,67,76,B
Daniel Johnson,19,Male,STEM,Urban,Bachelor,No,Yes,Yes,No,1.89,9.36,74.6,7.9,Yes,59,60,51,53,56,C
Margaret Brown,25,Female,Business,Urban,Master,No,Yes,No,Yes,3.98,6.17,92.4,5.1,No,82,80,80,64,77,B
Matthew Allen,20,Male,Humanities,Suburban,High School,No,Yes,No,Yes,0.5,9.16,93.2,5.0,No,49,49,62,61,55,C
Lisa Thomas,20,Female,Business,Rural,Master,No,No,No,Yes,5.15,6.34,75.3,3.0,No,92,69,82,86,82,B
Matthew Garcia,23,Male,Humanities,Suburban,Bachelor,Yes,No,No,Yes,8.38,5.98,89.9,2.7,No,76,80,88,94,85,A
Lisa Anderson,19,Female,Business,Urban,High School,No,No,Yes,Yes,3.41,7.36,66.9,3.8,No,69,73,74,61,69,C
Mary Lee,18,Female,STEM,Urban,High School,No,No,Yes,Yes,4.77,7.86,90.0,3.9,No,89,85,79,65,80,B
Linda Perez,19,Female,Humanities,Suburban,High School,No,No,No,No,3.69,8.09,80.1,6.1,Yes,61,63,67,62,63,C
Elizabeth Rodriguez,22,Female,STEM,Urban,Bachelor,No,Yes,No,No,1.5,5.85,76.8,4.5,No,61,68,60,49,60,C
Robert Jackson,18,Male,Arts,Rural,High School,No,Yes,Yes,Yes,4.86,7.52,74.9,6.6,Yes,55,64,75,78,68,C
Ashley Rodriguez,24,Female,STEM,Suburban,High School,No,No,Yes,Yes,2.11,6.18,86.1,3.8,No,72,68,70,62,68,C
Donald Lewis,24,Male,STEM,Suburban,Master,No,No,No,Yes,2.63,5.21,61.1,6.2,Yes,64,51,39,43,49,D
Michelle Smith,25,Female,Arts,Urban,High School,No,No,No,Yes,7.08,5.89,65.5,3.3,No,59,69,64,84,69,C
John Johnson,24,Male,STEM,Suburban,High School,No,No,No,Yes,3.0,6.1,85.7,4.2,No,72,79,57,63,68,C
Sarah Wilson,20,Female,Arts,Urban,Bachelor,No,Yes,No,Yes,1.22,7.63,69.7,5.5,No,53,60,64,65,61,C
Elizabeth Scott,19,Female,Business,Rural,Bachelor,No,No,No,Yes,12.83,8.38,88.7,5.0,Yes,99,80,94,73,87,A
Joshua King,24,Male,STEM,Suburban,Master,No,Yes,No,Yes,5.99,5.23,94.8,7.1,Yes,80,88,59,64,73,B
Margaret Davis,21,Female,STEM,Urban,Bachelor,No,No,No,Yes,2.42,7.42,96.3,2.0,No,85,80,71,66,76,B
Karen Thomas,23,Female,Business,Urban,Master,No,No,No,Yes,8.56,5.59,99.7,3.2,No,84,78,87,72,80,B
Charles Davis,21,Male,STEM,Urban,Bachelor,No,Yes,No,Yes,4.18,7.75,63.1,5.7,No,73,83,62,55,68,C
Robert Thomas,24,Male,Business,Suburban,High School,No,No,Yes,Yes,0.5,6.25,80.1,5.9,Yes,57,49,50,54,53,D
Margaret Flores,25,Female,Business,Urban,High School,No,No,Yes,Yes,4.48,5.74,97.7,6.5,Yes,69,63,74,57,66,C
Sandra Jones,23,Female,Humanities,Suburban,Bachelor,No,No,No,Yes,2.17,7.96,53.3,5.9,Yes,45,59,53,59,54,D
Michael Young,22,Male,Business,Urban,Bachelor,No,No,Yes,Yes,3.92,6.3,95.4,5.9,Yes,66,67,80,71,71,B
Michelle Wright,21,Female,Arts,Suburban,Bachelor,No,Yes,Yes,Yes,10.58,6.62,98.9,6.2,Yes,91,88,90,85,89,A
Mary Allen,25,Female,Business,Rural,Bachelor,No,No,No,Yes,6.51,4.34,88.9,2.9,No,84,68,72,62,72,B
Donna Thomas,19,Female,STEM,Suburban,Bachelor,No,Yes,No,Yes,5.96,8.14,95.5,4.4,Yes,87,77,76,73,78,B
William Jackson,19,Male,STEM,Suburban,High School,No,No,Yes,Yes,3.7,7.99,72.2,1.8,No,75,77,79,67,75,B
Anthony Smith,21,Male,Business,Urban,High School,No,No,Yes,Yes,7.0,7.01,57.2,4.7,Yes,91,61,75,62,72,B
Michelle Thompson,24,Female,Arts,Urban,Bachelor,No,Yes,Yes,Yes,0.98,5.17,80.3,6.6,No,39,44,60,57,50,D
Jessica Torres,25,Female,Business,Suburban,Bachelor,No,No,Yes,Yes,4.45,8.45,87.1,2.3,No,79,62,92,73,77,B
Margaret Lopez,19,Female,Humanities,Urban,Bachelor,No,No,Yes,Yes,6.36,6.2,74.6,2.6,No,66,75,87,84,78,B
John King,22,Male,Humanities,Suburban,High School,No,No,No,Yes,6.25,6.46,56.1,2.2,No,67,59,83,72,70,B
Lisa Jones,18,Female,Humanities,Urban,Bachelor,No,No,No,No,1.62,9.77,85.0,2.8,No,48,56,68,70,61,C
Kimberly Wright,24,Female,Arts,Urban,Master,No,No,No,Yes,10.98,6.16,75.2,3.4,No,81,77,83,98,85,A
Steven Allen,25,Male,STEM,Urban,High School,Yes,No,No,Yes,2.36,7.89,79.0,3.7,No,84,72,72,62,73,B
Emily Johnson,22,Female,Business,Rural,Bachelor,No,No,Yes,Yes,14.05,7.67,88.9,1.7,No,100,90,100,98,97,A
Matthew Walker,25,Male,Arts,Urban,PhD,Yes,No,No,Yes,7.82,7.47,84.9,1.1,No,93,84,100,92,92,A
Patricia Harris,23,Female,Business,Suburban,High School,No,Yes,Yes,No,4.84,7.34,89.3,4.0,No,83,76,92,74,81,B
Lisa Taylor,22,Female,Business,Urban,Bachelor,No,No,No,Yes,2.49,7.45,80.9,7.1,Yes,72,59,71,59,65,C
Mary Thompson,24,Female,Business,Suburban,High School,No,Yes,No,Yes,1.43,7.33,94.8,8.2,Yes,64,58,61,57,60,C
John Thompson,23,Male,Arts,Urban,Bachelor,No,No,No,Yes,9.87,6.94,58.7,1.0,No,71,75,97,89,83,B
Joseph Miller,24,Male,STEM,Rural,High School,No,No,No,Yes,9.2,8.81,77.7,3.9,Yes,87,76,77,75,79,B
Andrew Perez,19,Male,Arts,Rural,PhD,No,Yes,Yes,Yes,2.69,5.42,74.9,5.6,No,55,74,58,74,65,C
Elizabeth Williams,18,Female,STEM,Urban,Bachelor,No,No,Yes,Yes,3.58,8.23,87.7,2.0,No,89,88,75,75,82,B
Daniel Wright,24,Male,Humanities,Rural,Master,Yes,Yes,Yes,Yes,3.25,7.99,90.6,2.4,No,82,73,93,90,85,A
Nancy Lopez,24,Female,STEM,Rural,Bachelor,No,No,No,Yes,7.37,7.84,74.5,2.2,No,82,92,74,66,79,B
Sandra Walker,19,Female,STEM,Rural,Bachelor,No,No,No,Yes,6.99,8.34,82.2,1.4,No,86,84,84,76,83,B
David Rodriguez,20,Male,STEM,Rural,Bachelor,No,No,No,Yes,5.08,6.89,85.1,4.8,Yes,90,77,76,86,82,B
Jennifer Robinson,19,Female,Business,Urban,Master,No,No,No,Yes,5.04,4.76,78.5,3.5,No,71,67,73,54,66,C
Patricia Jackson,23,Female,Business,Suburban,PhD,No,Yes,Yes,Yes,4.26,6.91,93.5,4.4,No,90,80,84,73,82,B
Susan Williams,19,Female,STEM,Urban,Bachelor,No,No,Yes,Yes,13.45,5.81,89.7,4.6,Yes,100,91,98,83,93,A
Susan Williams,19,Female,STEM,Urban,Master,No,Yes,Yes,Yes,2.06,6.12,63.9,4.4,No,64,68,61,75,67,C
Nancy Martin,18,Female,Arts,Rural,Bachelor,No,Yes,No,Yes,2.14,5.51,87.1,5.2,No,48,55,63,66,58,C
Steven Sanchez,19,Male,STEM,Urban,Bachelor,No,No,Yes,Yes,4.89,6.43,98.2,1.7,No,86,83,77,74,80,B
Emily Walker,25,Female,Business,Suburban,Bachelor,Yes,No,No,Yes,1.52,6.28,91.7,3.9,No,69,62,79,64,69,C
Thomas Williams,24,Male,Business,Rural,High School,No,Yes,Yes,Yes,1.2,4.15,67.7,3.8,No,39,39,46,34,40,D
Richard Jackson,25,Male,Arts,Rural,High School,Yes,Yes,No,Yes,9.86,7.84,83.6,3.1,No,87,87,100,95,92,A
Lisa Brown,18,Female,STEM,Rural,High School,No,No,No,No,6.75,9.66,67.5,2.3,No,59,81,57,56,63,C
Nancy Moore,21,Female,Humanities,Urban,Bachelor,No,No,No,Yes,2.94,7.73,85.4,2.0,No,68,76,86,85,79,B
Linda White,20,Female,Arts,Urban,Bachelor,No,No,Yes,Yes,2.89,6.76,77.2,3.8,No,61,64,80,74,70,B
Anthony Sanchez,25,Male,Business,Suburban,Bachelor,No,Yes,No,Yes,0.5,6.93,45.3,6.0,No,58,53,56,32,50,D
Sandra Harris,18,Female,STEM,Urban,PhD,No,No,No,Yes,4.92,6.49,81.8,1.0,No,89,88,79,71,82,B
Christopher Lopez,23,Male,Arts,Urban,Bachelor,No,Yes,Yes,Yes,3.41,7.11,97.6,6.9,Yes,56,71,78,81,72,B
Ashley Young,21,Female,STEM,Urban,Bachelor,No,No,No,Yes,5.07,6.96,54.6,1.0,No,76,89,76,70,78,B
Daniel King,18,Male,Arts,Suburban,High School,No,No,No,Yes,3.29,5.99,92.7,3.4,No,58,68,76,73,69,C
Sarah Garcia,18,Female,Humanities,Suburban,High School,No,No,No,Yes,2.34,9.02,48.1,2.4,No,60,62,56,57,59,C
Margaret Garcia,20,Female,Arts,Urban,Master,No,No,No,Yes,4.99,5.22,56.4,1.6,No,54,53,73,74,64,C
Anthony Hill,24,Male,STEM,Suburban,Bachelor,No,No,Yes,Yes,3.66,7.86,88.4,4.2,No,82,79,79,71,78,B
David Wright,25,Male,STEM,Urban,Master,No,No,Yes,Yes,7.38,6.88,71.8,2.8,No,94,99,80,90,91,A
Karen Lee,23,Female,Arts,Urban,High School,No,No,No,Yes,4.67,9.28,93.4,3.8,Yes,58,76,70,76,70,B
Michael Garcia,22,Male,STEM,Suburban,Bachelor,No,No,Yes,Yes,4.33,7.41,95.7,4.0,No,83,93,73,75,81,B
Nancy Jackson,25,Female,STEM,Suburban,High School,Yes,No,No,Yes,7.71,6.57,86.8,1.2,No,90,99,78,90,89,A
Charles Lewis,22,Male,Business,Suburban,High School,No,Yes,No,Yes,7.62,6.7,96.0,3.1,No,80,69,91,74,79,B
Joshua Ramirez,18,Male,Arts,Urban,High School,No,No,No,Yes,5.03,7.05,87.8,3.5,Yes,65,67,74,78,71,B
Barbara Lewis,19,Female,STEM,Rural,High School,No,No,No,Yes,5.1,5.63,60.3,4.8,No,76,74,61,65,69,C
Lisa Lewis,23,Female,Humanities,Suburban,High School,No,No,No,Yes,3.85,6.08,63.7,3.7,No,53,57,72,69,63,C
Patricia Thompson,21,Female,STEM,Suburban,High School,No,Yes,Yes,Yes,0.5,4.86,92.5,6.4,No,51,45,33,49,45,D
Joshua Ramirez,19,Male,Humanities,Suburban,PhD,No,No,Yes,Yes,7.84,5.89,77.7,3.1,No,79,83,89,88,85,A
Thomas Brown,19,Male,STEM,Rural,High School,No,Yes,No,Yes,4.02,7.11,80.0,4.9,No,75,81,65,69,73,B
Jennifer Sanchez,25,Female,Humanities,Suburban,High School,No,Yes,No,Yes,2.68,7.36,57.2,7.1,Yes,48,53,64,71,59,C
Lisa Allen,23,Female,Business,Suburban,High School,No,No,Yes,Yes,4.68,4.62,87.8,4.1,No,67,71,58,61,64,C
David Johnson,24,Male,Humanities,Rural,Bachelor,No,No,Yes,Yes,7.44,6.84,62.2,2.6,No,76,78,83,98,84,B
William Hill,18,Male,Humanities,Suburban,High School,No,Yes,Yes,Yes,7.03,7.68,93.5,5.8,Yes,75,68,88,86,79,B
Mark Williams,18,Male,STEM,Suburban,Master,Yes,No,No,Yes,2.44,6.8,75.7,3.3,No,97,86,70,67,80,B
Elizabeth Jones,18,Female,Humanities,Suburban,PhD,No,No,Yes,Yes,3.74,6.24,56.7,3.6,No,73,73,62,83,73,B
Jessica White,18,Female,Arts,Urban,High School,No,Yes,No,Yes,2.36,6.51,90.4,5.0,No,57,52,76,82,67,C
Lisa Harris,25,Female,Arts,Urban,Bachelor,No,No,No,Yes,2.12,6.35,93.5,2.4,No,64,71,86,68,72,B
Andrew Williams,22,Male,STEM,Suburban,High School,No,Yes,No,Yes,3.58,6.24,99.6,3.8,No,66,81,66,57,68,C
Michelle Martinez,18,Female,Arts,Rural,Bachelor,Yes,No,No,Yes,2.92,7.21,49.6,3.9,No,59,67,73,67,67,C
Mark White,22,Male,STEM,Rural,Bachelor,No,Yes,No,Yes,2.58,9.77,77.6,5.9,Yes,61,62,43,52,55,C
Lisa Lewis,22,Female,Business,Urban,High School,Yes,No,No,Yes,2.97,6.11,70.4,6.5,Yes,59,65,58,67,62,C
John Torres,24,Male,Arts,Suburban,High School,No,No,No,Yes,3.05,6.62,89.2,2.4,No,59,62,78,69,67,C
William King,18,Male,Business,Urban,Bachelor,No,No,Yes,Yes,4.82,6.94,89.1,1.7,No,87,73,82,80,81,B
Daniel Sanchez,20,Male,Humanities,Rural,Bachelor,No,Yes,No,Yes,5.67,6.18,75.6,3.9,No,61,60,81,79,70,B
Nancy Moore,21,Female,Arts,Rural,High School,No,No,No,Yes,5.71,8.32,89.8,2.0,No,69,74,85,85,78,B
Jessica Davis,19,Female,STEM,Suburban,Bachelor,Yes,No,No,Yes,4.04,4.15,95.5,3.6,No,68,55,48,69,60,C
Mary Lopez,22,Female,STEM,Rural,Bachelor,No,No,Yes,Yes,1.22,6.36,88.5,7.2,Yes,67,73,57,57,64,C
Donald King,23,Male,STEM,Suburban,Master,No,No,No,Yes,4.59,7.98,83.7,2.7,No,82,100,76,69,82,B
Matthew Scott,23,Male,STEM,Suburban,High School,No,No,No,Yes,2.81,6.65,59.5,7.3,Yes,53,75,54,58,60,C
Michael Taylor,21,Male,STEM,Urban,Master,No,No,No,Yes,6.76,6.01,77.3,3.3,No,90,82,78,68,80,B
Thomas Lewis,23,Male,STEM,Suburban,Bachelor,No,No,Yes,Yes,4.49,7.53,75.2,1.0,No,81,94,75,77,82,B
Richard Flores,20,Male,Humanities,Suburban,High School,No,No,Yes,Yes,4.58,8.09,94.0,3.3,No,74,76,76,81,77,B
Karen Young,23,Female,Business,Suburban,Bachelor,No,No,No,Yes,2.54,7.25,94.0,1.9,No,75,65,80,77,74,B
Richard Davis,19,Male,STEM,Urban,Bachelor,No,No,No,Yes,8.28,6.04,92.8,5.4,Yes,94,84,77,75,83,B
Elizabeth Jones,19,Female,Business,Rural,Master,Yes,Yes,Yes,Yes,4.13,7.55,80.0,6.1,Yes,87,71,94,81,83,B
Sandra Lopez,22,Female,STEM,Urban,High School,No,No,No,No,2.44,6.52,48.6,5.1,No,65,66,55,44,58,C
Mark Garcia,18,Male,Arts,Suburban,Bachelor,No,No,Yes,Yes,2.55,7.89,79.7,4.0,No,61,56,80,74,68,C
Nancy Thompson,24,Female,Business,Suburban,Bachelor,No,No,No,Yes,4.93,8.78,91.2,1.6,No,81,81,78,72,78,B
Jennifer Scott,20,Female,Arts,Suburban,PhD,No,Yes,No,Yes,1.25,3.87,87.5,6.1,No,39,30,47,32,37,F
Paul Jackson,22,Male,Arts,Suburban,High School,No,Yes,No,Yes,1.36,7.13,88.0,5.0,No,51,62,70,62,61,C
Karen Hernandez,20,Female,Humanities,Urban,PhD,No,Yes,No,Yes,0.5,4.92,86.6,6.5,No,47,40,55,73,54,D
David White,18,Male,Humanities,Urban,Master,No,No,Yes,Yes,7.08,9.93,74.9,1.4,No,82,72,85,78,79,B
Kimberly Anderson,25,Female,Business,Suburban,High School,Yes,No,Yes,Yes,2.42,6.44,83.8,2.6,No,73,72,74,76,74,B
Linda Gonzalez,23,Female,Business,Suburban,Master,No,No,No,Yes,10.02,7.9,76.9,3.7,Yes,100,84,91,72,87,A
Elizabeth Thomas,23,Female,Business,Urban,PhD,No,No,Yes,Yes,5.99,6.96,77.7,2.7,No,94,74,87,87,86,A
Ashley Johnson,24,Female,STEM,Suburban,High School,No,No,No,Yes,2.05,6.04,80.7,4.7,No,72,63,55,52,61,C
Daniel Scott,18,Male,Arts,Suburban,Bachelor,No,Yes,No,Yes,4.1,5.89,80.1,5.3,No,52,58,63,75,62,C
Donna White,22,Female,STEM,Suburban,Bachelor,No,Yes,No,Yes,5.98,8.9,91.1,2.8,No,87,88,68,64,77,B
Mark Scott,24,Male,Arts,Rural,High School,Yes,Yes,Yes,Yes,2.4,8.15,40.0,4.8,No,56,60,69,66,63,C
Elizabeth Flores,18,Female,Arts,Urban,High School,Yes,No,Yes,Yes,8.8,9.33,63.9,1.0,No,83,79,100,95,89,A
John Jones,21,Male,STEM,Urban,High School,Yes,Yes,Yes,Yes,2.9,7.07,95.1,7.9,Yes,89,72,73,64,75,B
Charles Sanchez,19,Male,Humanities,Suburban,High School,Yes,No,Yes,Yes,2.92,7.35,88.5,7.5,Yes,56,75,77,72,70,B
Donald King,24,Male,Humanities,Suburban,Bachelor,No,No,Yes,Yes,11.66,6.68,96.1,4.2,Yes,82,80,96,99,89,A
Margaret Clark,24,Female,Business,Suburban,High School,No,Yes,Yes,Yes,0.5,6.66,88.2,5.8,No,72,52,71,61,64,C
Donna Jones,22,Female,Arts,Rural,Master,No,No,Yes,Yes,4.1,5.75,79.6,2.9,No,67,73,81,86,77,B
Elizabeth Lee,20,Female,Humanities,Rural,Bachelor,No,No,Yes,Yes,4.04,7.1,83.2,2.9,No,75,62,86,89,78,B
John Lewis,21,Male,STEM,Rural,High School,No,No,No,Yes,10.62,6.05,75.8,2.4,No,87,89,74,67,79,B
Sandra King,22,Female,Business,Suburban,Bachelor,No,Yes,No,Yes,4.86,7.53,81.2,4.0,No,69,62,83,56,68,C
Lisa Rodriguez,18,Female,STEM,Suburban,Bachelor,No,Yes,No,Yes,3.29,7.2,81.8,6.5,No,70,69,63,51,63,C
Paul Nguyen,18,Male,Business,Suburban,PhD,No,No,No,Yes,3.67,7.35,81.9,2.7,No,84,67,89,70,78,B
Barbara Rodriguez,18,Female,STEM,Urban,High School,No,Yes,No,Yes,2.85,9.01,66.9,4.3,No,66,66,59,56,62,C
Anthony Allen,25,Male,Humanities,Suburban,High School,No,No,No,Yes,2.96,6.95,90.0,4.1,Yes,61,66,78,70,69,C
Patricia Davis,18,Female,Humanities,Urban,Master,No,No,Yes,Yes,6.34,7.91,86.5,2.6,No,82,86,98,99,91,A
Kimberly Martinez,20,Female,STEM,Rural,Master,No,Yes,No,Yes,6.67,9.46,61.3,6.5,Yes,75,68,60,64,67,C
Charles Hernandez,21,Male,Arts,Suburban,Bachelor,No,Yes,No,Yes,11.86,8.57,88.6,2.3,No,84,99,100,87,93,A
Barbara Lee,23,Female,Humanities,Suburban,Master,No,Yes,No,Yes,1.42,8.38,86.6,2.3,No,59,77,73,75,71,B
Joseph Thompson,19,Male,Arts,Urban,High School,No,No,Yes,Yes,1.69,6.63,67.6,3.5,No,50,68,72,62,63,C
Kimberly Jackson,20,Female,Humanities,Urban,Bachelor,No,Yes,No,No,1.32,7.28,83.0,4.8,No,50,58,66,71,61,C
Jennifer Taylor,20,Female,Business,Urban,High School,No,No,No,Yes,7.05,5.42,63.9,3.8,No,74,63,68,63,67,C
Richard Scott,25,Male,Arts,Suburban,High School,No,Yes,Yes,Yes,0.58,7.6,78.0,6.4,No,47,52,63,55,54,D
Thomas Rodriguez,23,Male,STEM,Urban,Master,No,No,Yes,Yes,5.62,7.33,89.9,2.3,No,97,91,76,77,85,A
Charles Flores,23,Male,STEM,Suburban,High School,No,Yes,No,Yes,3.98,7.03,74.6,3.8,No,77,76,69,69,73,B
Emily Garcia,19,Female,Business,Rural,Bachelor,No,No,No,Yes,3.2,8.23,61.1,1.7,No,80,67,66,64,69,C
Steven Hernandez,19,Male,Arts,Rural,Master,No,No,No,Yes,6.16,5.55,60.9,3.4,No,56,75,89,78,75,B
Donna Nguyen,23,Female,Arts,Suburban,High School,No,No,Yes,Yes,2.32,8.96,82.1,2.9,No,64,63,75,61,66,C
Elizabeth Hernandez,18,Female,Arts,Urban,PhD,No,No,No,Yes,8.86,8.08,84.1,3.9,Yes,76,75,97,91,85,A
Joshua Hill,20,Male,Business,Rural,PhD,No,No,No,Yes,4.42,6.92,74.4,3.6,No,92,79,82,71,81,B
Nancy Torres,22,Female,Humanities,Rural,Bachelor,No,Yes,No,Yes,2.51,6.82,72.8,5.2,No,70,60,73,71,69,C
Robert Johnson,19,Male,Humanities,Urban,High School,No,No,No,Yes,1.26,7.58,83.2,5.7,Yes,53,56,54,56,55,C
Jennifer Williams,25,Female,Arts,Suburban,High School,No,No,Yes,Yes,2.13,8.83,67.9,4.3,Yes,57,67,70,61,64,C
